user_id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,action,action_type,action_detail,device_type,secs_elapsed,day_account_created,year_account_created,month_account_created,dayofweek_account_created,month_name_account_created,dayofyear_account_created
qriglp8tvh,2014-04-11,20140411045453,2014-05-01,MALE,24.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results,click,view_search_results,Windows Desktop,3699.0,Friday,2014,4,4,April,101
vt1mcmk84i,2014-06-13,20140613034022,UNKNOWN,-unknown-,43.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,similar_listings,data,similar_listings,Linux Desktop,691.0,Friday,2014,6,4,June,164
h7gqe7e5jt,2014-03-31,20140331015322,UNKNOWN,FEMALE,63.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF,update,submit,update_listing,iPad Tablet,9186.0,Monday,2014,3,0,March,90
xhqi35dcey,2014-06-25,20140625045938,2014-06-25,MALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,personalize,data,wishlist_content_update,Windows Desktop,714.0,Wednesday,2014,6,2,June,176
o5jfyqt4ma,2014-02-01,20140201181149,UNKNOWN,MALE,64.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF,update,submit,update_listing,Mac Desktop,271153.0,Saturday,2014,2,5,February,32
taec1qyz60,2014-06-27,20140627232055,UNKNOWN,MALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,complete_status,-unknown-,-unknown-,Mac Desktop,113.0,Friday,2014,6,4,June,178
2cwqqiyj8h,2014-06-03,20140603142143,UNKNOWN,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,63.0,Tuesday,2014,6,1,June,154
2rdlu6y7xu,2014-06-23,20140623204701,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1246.0,Monday,2014,6,0,June,174
q9pfrw6si7,2014-02-17,20140217005503,2014-02-17,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,ES,show,view,p3,Windows Desktop,32198.0,Monday,2014,2,0,February,48
64nk05dos8,2014-04-07,20140407181727,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,product,Web,Windows Desktop,Chrome,NDF,update,submit,update_listing,Windows Desktop,23482.0,Monday,2014,4,0,April,97
r0ylg71txi,2014-04-26,20140426165735,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,search,click,view_search_results,iPhone,11700.0,Saturday,2014,4,5,April,116
ow5woof5ec,2014-05-06,20140506070626,2014-05-07,MALE,40.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,469.0,Tuesday,2014,5,1,May,126
gaz2g02759,2014-05-30,20140530065025,2014-06-06,-unknown-,29.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,other,search_results,click,view_search_results,Mac Desktop,16092.0,Friday,2014,5,4,May,150
8rd9yi873o,2014-02-19,20140219220209,2014-02-19,FEMALE,34.0,basic,0,zh,direct,direct,untracked,Web,Android Tablet,IE,US,similar_listings,data,similar_listings,Tablet,79.0,Wednesday,2014,2,2,February,50
f16o6xpmqh,2014-03-24,20140324210649,UNKNOWN,FEMALE,22.0,basic,25,en,direct,direct,untracked,iOS,iPad,-unknown-,NDF,UNKNOWN,message_post,message_post,iPad Tablet,32037.0,Monday,2014,3,0,March,83
ee8e3exox5,2014-04-17,20140417035623,2014-04-17,-unknown-,44.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,terms,view,terms_and_privacy,Windows Desktop,20328.0,Thursday,2014,4,3,April,107
mrsi9l3g9u,2014-02-17,20140217072729,2014-02-25,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,GB,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,8834.0,Monday,2014,2,0,February,48
welfqqb2gn,2014-03-18,20140318020947,UNKNOWN,-unknown-,19.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,show,UNKNOWN,UNKNOWN,Mac Desktop,51.0,Tuesday,2014,3,1,March,77
fec259r8qd,2014-06-19,20140619065333,UNKNOWN,-unknown-,32.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF,index,view,view_search_results,Mac Desktop,821.0,Thursday,2014,6,3,June,170
nrfnbd2wju,2014-06-11,20140611071809,2014-06-11,OTHER,45.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,other,show,view,user_profile,iPhone,162.0,Wednesday,2014,6,2,June,162
rqjkvri39z,2014-04-10,20140410205633,2014-04-16,-unknown-,44.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,header_userpic,data,header_userpic,Windows Desktop,4.0,Thursday,2014,4,3,April,100
ddsx74tzht,2014-03-20,20140320061905,2014-04-07,FEMALE,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,IT,similar_listings,data,similar_listings,Mac Desktop,142.0,Thursday,2014,3,3,March,79
kt7sw3bepu,2014-06-08,20140608034034,UNKNOWN,MALE,38.0,facebook,0,en,direct,direct,linked,Web,Android Tablet,IE,NDF,header_userpic,data,header_userpic,Tablet,806.0,Sunday,2014,6,6,June,159
gtqs7mbck1,2014-03-14,20140314053727,2014-03-16,FEMALE,20.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,136225.0,Friday,2014,3,4,March,73
d4rfo033pj,2014-01-20,20140120002102,UNKNOWN,FEMALE,28.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Chrome,NDF,ajax_lwlb_contact,click,contact_host,Windows Desktop,7138.0,Monday,2014,1,0,January,20
ndi4cdkhm3,2014-05-25,20140525152045,UNKNOWN,MALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,active,-unknown-,-unknown-,-unknown-,455043.0,Sunday,2014,5,6,May,145
hi9pnbs62g,2014-05-21,20140521043641,2014-05-22,MALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,index,view,view_search_results,Mac Desktop,6318.0,Wednesday,2014,5,2,May,141
s4s9u8dqih,2014-06-11,20140611172256,UNKNOWN,-unknown-,44.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF,personalize,data,wishlist_content_update,Windows Desktop,12772.0,Wednesday,2014,6,2,June,162
n2508qnb2t,2014-02-14,20140214221118,UNKNOWN,MALE,41.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Windows Desktop,140.0,Friday,2014,2,4,February,45
1rvijxr3y7,2014-03-02,20140302232702,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,ask_question,submit,contact_host,Mac Desktop,208.0,Sunday,2014,3,6,March,61
waftis9onn,2014-04-10,20140410132246,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,campaigns,UNKNOWN,UNKNOWN,iPhone,2200.0,Thursday,2014,4,3,April,100
nq0c3g76js,2014-01-15,20140115084718,2014-02-17,MALE,31.0,basic,0,ko,direct,direct,linked,Web,Windows Desktop,IE,US,show,UNKNOWN,UNKNOWN,Windows Desktop,70.0,Wednesday,2014,1,2,January,15
phziscbkph,2014-05-19,20140519185024,2014-05-20,-unknown-,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,personalize,data,wishlist_content_update,Mac Desktop,5340.0,Monday,2014,5,0,May,139
9z41griqk1,2014-05-03,20140503043717,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,personalize,data,wishlist_content_update,Mac Desktop,3669.0,Saturday,2014,5,5,May,123
codzgaom27,2014-05-21,20140521194050,UNKNOWN,FEMALE,28.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF,search_results,click,view_search_results,Mac Desktop,3233.0,Wednesday,2014,5,2,May,141
ooat8gud28,2014-04-05,20140405211731,2014-04-05,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,other,login,view,login_page,iPad Tablet,19377.0,Saturday,2014,4,5,April,95
vg27i62uso,2014-05-02,20140502223846,UNKNOWN,FEMALE,40.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,show,view,p3,Windows Desktop,538.0,Friday,2014,5,4,May,122
vksaoa0hmk,2014-02-15,20140215161519,2014-02-15,-unknown-,44.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,show_personalize,data,user_profile_content_update,Mac Desktop,472.0,Saturday,2014,2,5,February,46
a9f5io7xoi,2014-04-22,20140422192411,2014-04-23,MALE,42.0,basic,25,en,direct,direct,untracked,iOS,iPad,-unknown-,other,show,view,user_profile,iPad Tablet,129.0,Tuesday,2014,4,1,April,112
wk1y3h8a3r,2014-02-13,20140213022747,UNKNOWN,FEMALE,56.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF,show,view,p3,Mac Desktop,5623.0,Thursday,2014,2,3,February,44
1bo30kioat,2014-04-04,20140404203555,2015-01-13,FEMALE,44.0,facebook,12,en,direct,direct,untracked,Moweb,Android Phone,Chrome Mobile,US,social_connections,data,user_social_connections,Android App Unknown Phone/Tablet,313.0,Friday,2014,4,4,April,94
4865xeb4ks,2014-06-10,20140610063117,UNKNOWN,-unknown-,43.0,basic,0,en,sem-brand,google,untracked,Web,iPhone,Mobile Safari,NDF,host_summary,view,host_home,iPhone,16.0,Tuesday,2014,6,1,June,161
pjzpyu0s9r,2014-06-23,20140623174736,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,personalize,data,wishlist_content_update,Windows Desktop,5762.0,Monday,2014,6,0,June,174
yejc9z20sa,2014-05-14,20140514193008,UNKNOWN,FEMALE,49.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,NDF,personalize,data,wishlist_content_update,Mac Desktop,722.0,Wednesday,2014,5,2,May,134
5y37djqfnb,2014-01-22,20140122083502,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,unavailabilities,data,unavailable_dates,iPhone,438.0,Wednesday,2014,1,2,January,22
o18wl4yegv,2014-04-18,20140418222220,2014-04-22,-unknown-,50.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,search_results,click,view_search_results,Mac Desktop,12327.0,Friday,2014,4,4,April,108
v49z8k26ra,2014-05-24,20140524211525,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,jumio_redirect,-unknown-,-unknown-,Windows Desktop,301328.0,Saturday,2014,5,5,May,144
h5tlg1plwu,2014-03-16,20140316220737,UNKNOWN,FEMALE,34.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF,index,view,view_search_results,Mac Desktop,13340.0,Sunday,2014,3,6,March,75
z1qvmw4qid,2014-06-25,20140625142305,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,user_profile,iPhone,669.0,Wednesday,2014,6,2,June,176
r4g6txtcxz,2014-04-24,20140424195317,UNKNOWN,MALE,19.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,ask_question,submit,contact_host,Mac Desktop,549.0,Thursday,2014,4,3,April,114
xymgryw5vt,2014-05-03,20140503024509,2014-06-07,FEMALE,50.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,personalize,data,wishlist_content_update,Mac Desktop,6372.0,Saturday,2014,5,5,May,123
cdier2bebp,2014-06-15,20140615054643,UNKNOWN,-unknown-,44.0,google,12,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,social_connections,data,user_social_connections,Android Phone,6739.0,Sunday,2014,6,6,June,166
a0wzfjs7b9,2014-06-11,20140611065914,2014-06-28,FEMALE,33.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,similar_listings,data,similar_listings,Windows Desktop,0.0,Wednesday,2014,6,2,June,162
0fuv18cn2u,2014-05-21,20140521030807,UNKNOWN,FEMALE,44.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF,track_page_view,UNKNOWN,UNKNOWN,Windows Desktop,2394.0,Wednesday,2014,5,2,May,141
vvae4amv11,2014-04-22,20140422063018,UNKNOWN,FEMALE,35.0,basic,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,NDF,search_results,click,view_search_results,iPad Tablet,676.0,Tuesday,2014,4,1,April,112
rfma3zq86k,2014-01-21,20140121193136,2014-02-12,FEMALE,27.0,basic,0,zh,direct,direct,linked,Web,Windows Desktop,Chrome,other,similar_listings,data,similar_listings,Windows Desktop,67.0,Tuesday,2014,1,1,January,21
3sf85wrljm,2014-05-12,20140512181142,2014-05-13,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,pending,booking_request,pending,Mac Desktop,9108.0,Monday,2014,5,0,May,132
3xwnosi0h2,2014-04-05,20140405170058,2014-04-05,-unknown-,56.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,FR,recommended_listings,-unknown-,-unknown-,Mac Desktop,642.0,Saturday,2014,4,5,April,95
74zv81wmbr,2014-06-18,20140618005319,UNKNOWN,-unknown-,24.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,lookup,UNKNOWN,UNKNOWN,Windows Desktop,1874.0,Wednesday,2014,6,2,June,169
o9twg8knhk,2014-06-11,20140611201803,2014-06-11,MALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,index,view,view_search_results,Windows Desktop,101490.0,Wednesday,2014,6,2,June,162
ftdnok4hje,2014-04-20,20140420205500,UNKNOWN,MALE,41.0,facebook,12,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,user_profile,iPhone,23.0,Sunday,2014,4,6,April,110
gx8j4ycbrq,2014-05-14,20140514013519,UNKNOWN,MALE,34.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,show,view,p3,Mac Desktop,9619.0,Wednesday,2014,5,2,May,134
aurj3i26q9,2014-05-25,20140525021844,UNKNOWN,-unknown-,19.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,show,UNKNOWN,UNKNOWN,Windows Desktop,75.0,Sunday,2014,5,6,May,145
l1edsh3aax,2014-05-20,20140520063041,UNKNOWN,FEMALE,18.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,user_profile,iPhone,394.0,Tuesday,2014,5,1,May,140
b3d9w9e9j2,2014-04-27,20140427200122,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF,qt2,view,message_thread,Mac Desktop,1360.0,Sunday,2014,4,6,April,117
ea0rq08p63,2014-06-15,20140615083832,UNKNOWN,MALE,52.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,manage_listing,view,manage_listing,Windows Desktop,281.0,Sunday,2014,6,6,June,166
4kfa2599wl,2014-04-19,20140419010222,2014-04-20,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,ajax_check_dates,click,change_contact_host_dates,Mac Desktop,70.0,Saturday,2014,4,5,April,109
zrmm45z5us,2014-02-23,20140223065100,UNKNOWN,FEMALE,24.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF,show,UNKNOWN,UNKNOWN,Mac Desktop,40.0,Sunday,2014,2,6,February,54
0m6hk7ufvj,2014-03-04,20140304031106,UNKNOWN,MALE,49.0,basic,0,es,sem-non-brand,bing,omg,Web,Windows Desktop,IE,NDF,show,view,p3,Windows Desktop,118.0,Tuesday,2014,3,1,March,63
2ldoru3etl,2014-03-18,20140318163756,UNKNOWN,-unknown-,44.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF,confirm_email,click,confirm_email_link,Windows Desktop,97983.0,Tuesday,2014,3,1,March,77
sc2uu7lysr,2014-05-18,20140518151626,UNKNOWN,-unknown-,44.0,basic,0,en,seo,google,linked,Web,Windows Desktop,IE,NDF,calendar_tab_inner2,-unknown-,-unknown-,Windows Desktop,2857.0,Sunday,2014,5,6,May,138
95u8p5mskz,2014-05-18,20140518142118,2014-05-21,FEMALE,36.0,basic,0,en,sem-brand,google,linked,Web,iPhone,Mobile Safari,IT,index,view,view_search_results,Mac Desktop,207177.0,Sunday,2014,5,6,May,138
yarpjbxjhe,2014-02-14,20140214200146,UNKNOWN,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,similar_listings,data,similar_listings,Windows Desktop,50.0,Friday,2014,2,4,February,45
ag3n3s4wk6,2014-06-19,20140619024745,UNKNOWN,FEMALE,41.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,campaigns,UNKNOWN,UNKNOWN,iPhone,73.0,Thursday,2014,6,3,June,170
3pkskc7bbn,2014-05-15,20140515060401,UNKNOWN,MALE,33.0,facebook,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,show,view,p3,Android Phone,8114.0,Thursday,2014,5,3,May,135
xjpqpkbv04,2014-03-07,20140307034020,UNKNOWN,FEMALE,40.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,show,UNKNOWN,UNKNOWN,Mac Desktop,15229.0,Friday,2014,3,4,March,66
7ynnpgkdbx,2014-03-14,20140314015922,2014-09-15,FEMALE,45.0,basic,0,en,seo,facebook,product,Web,Windows Desktop,Chrome,US,calendar_tab_inner2,-unknown-,-unknown-,Windows Desktop,1588.0,Friday,2014,3,4,March,73
9otbjylqj5,2014-02-12,20140212193748,2014-02-18,-unknown-,44.0,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,other,index,-unknown-,-unknown-,Android App Unknown Phone/Tablet,480.0,Wednesday,2014,2,2,February,43
apie8k84i1,2014-06-11,20140611222407,UNKNOWN,-unknown-,19.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,references,view,profile_references,Windows Desktop,856.0,Wednesday,2014,6,2,June,162
qk8otipyuz,2014-03-02,20140302070651,2014-03-04,-unknown-,33.0,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,other,show,UNKNOWN,UNKNOWN,Windows Desktop,5.0,Sunday,2014,3,6,March,61
59dra0y9hk,2014-06-08,20140608182121,2014-06-09,-unknown-,44.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,18992.0,Sunday,2014,6,6,June,159
gcdl8p1u8f,2014-06-21,20140621031943,UNKNOWN,FEMALE,37.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,user_profile,iPhone,93.0,Saturday,2014,6,5,June,172
d26k7zcjeh,2014-01-13,20140113171252,2014-01-13,MALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,qt2,view,message_thread,Mac Desktop,28862.0,Monday,2014,1,0,January,13
9n950hfe7c,2014-04-19,20140419212743,2014-11-16,FEMALE,37.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,create,submit,create_user,Mac Desktop,9877.0,Saturday,2014,4,5,April,109
a319sy87om,2014-05-16,20140516030647,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,update,submit,update_listing,iPhone,210.0,Friday,2014,5,4,May,136
77cgv4bv4f,2014-04-18,20140418195813,2014-04-20,FEMALE,28.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,personalize,data,wishlist_content_update,iPad Tablet,20520.0,Friday,2014,4,4,April,108
gweb38krcj,2014-06-29,20140629081036,UNKNOWN,-unknown-,45.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF,lookup,UNKNOWN,UNKNOWN,Mac Desktop,357.0,Sunday,2014,6,6,June,180
16h9tkjnrp,2014-03-13,20140313050444,2014-03-25,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR,show,view,p3,Mac Desktop,46192.0,Thursday,2014,3,3,March,72
9or2zve0zg,2014-06-06,20140606165015,UNKNOWN,-unknown-,44.0,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,campaigns,UNKNOWN,UNKNOWN,Android Phone,173.0,Friday,2014,6,4,June,157
4ufm42k84g,2014-03-31,20140331165838,UNKNOWN,-unknown-,44.0,basic,0,en,remarketing,google,untracked,Web,Windows Desktop,IE,NDF,index,view,view_search_results,Windows Desktop,114164.0,Monday,2014,3,0,March,90
m2s7ynyd9t,2014-03-26,20140326060858,UNKNOWN,FEMALE,24.0,facebook,0,en,content,google,omg,Web,Mac Desktop,Firefox,NDF,index,view,view_search_results,Mac Desktop,23787.0,Wednesday,2014,3,2,March,85
mrl767yqgc,2014-05-15,20140515025007,2014-05-16,MALE,22.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,GB,active,-unknown-,-unknown-,iPhone,47.0,Thursday,2014,5,3,May,135
ql6mnlwozq,2014-04-20,20140420042334,2014-04-20,FEMALE,23.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,UNKNOWN,message_post,message_post,Mac Desktop,8334.0,Sunday,2014,4,6,April,110
noppab3n5j,2014-06-20,20140620050240,UNKNOWN,FEMALE,30.0,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF,show_personalize,data,user_profile_content_update,iPhone,0.0,Friday,2014,6,4,June,171
cr26lco26y,2014-04-27,20140427034926,2014-04-30,MALE,57.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,other,show,UNKNOWN,UNKNOWN,Mac Desktop,21.0,Sunday,2014,4,6,April,117
99k02vlsr4,2014-01-08,20140108003530,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,4786.0,Wednesday,2014,1,2,January,8
k1f03wz8n2,2014-05-15,20140515153243,UNKNOWN,-unknown-,44.0,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,show,view,user_profile,Android Phone,387.0,Thursday,2014,5,3,May,135
vni60971mu,2014-04-15,20140415171618,2014-11-03,MALE,21.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT,search_results,click,view_search_results,Mac Desktop,3775.0,Tuesday,2014,4,1,April,105
qry2zw5f8o,2014-05-14,20140514054153,2014-05-21,FEMALE,45.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,show,UNKNOWN,UNKNOWN,Mac Desktop,67.0,Wednesday,2014,5,2,May,134
x2x973bts2,2014-06-03,20140603184920,2014-08-11,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,reviews,data,listing_reviews,iPhone,137.0,Tuesday,2014,6,1,June,154
f45xh1i0gr,2014-03-15,20140315051202,2014-03-16,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,faq,-unknown-,-unknown-,-unknown-,213.0,Saturday,2014,3,5,March,74
vps7vahqst,2014-06-13,20140613074957,UNKNOWN,MALE,29.0,facebook,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,unavailabilities,data,unavailable_dates,Android Phone,4599.0,Friday,2014,6,4,June,164
7dwixc2wy6,2014-04-04,20140404003600,UNKNOWN,MALE,21.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,social_connections,data,user_social_connections,iPhone,353.0,Friday,2014,4,4,April,94
l1edsh3aax,2014-05-20,20140520063041,UNKNOWN,FEMALE,18.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,user_profile,iPhone,22782.0,Tuesday,2014,5,1,May,140
p4dmu789t2,2014-06-01,20140601055132,2014-06-03,FEMALE,35.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,calendar_tab_inner2,-unknown-,-unknown-,iPad Tablet,2437.0,Sunday,2014,6,6,June,152
1nbg8cknpg,2014-04-17,20140417230614,2014-04-21,FEMALE,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR,track_page_view,UNKNOWN,UNKNOWN,Mac Desktop,17.0,Thursday,2014,4,3,April,107
cq0pcn0fr3,2014-05-30,20140530084844,2014-06-13,MALE,30.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show,UNKNOWN,UNKNOWN,Windows Desktop,41.0,Friday,2014,5,4,May,150
edi05fj8ic,2014-03-15,20140315170620,2014-03-17,MALE,26.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,travel_plans_current,view,your_trips,Mac Desktop,2575.0,Saturday,2014,3,5,March,74
pcxcqz3eal,2014-05-16,20140516193832,UNKNOWN,-unknown-,44.0,google,12,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,UNKNOWN,message_post,message_post,Mac Desktop,15988.0,Friday,2014,5,4,May,136
11gqeywf67,2014-05-15,20140515020231,UNKNOWN,-unknown-,44.0,basic,0,en,content,google,omg,Web,Windows Desktop,IE,NDF,show,UNKNOWN,UNKNOWN,Windows Desktop,26.0,Thursday,2014,5,3,May,135
ytyw4u3943,2014-06-14,20140614224740,UNKNOWN,-unknown-,44.0,google,12,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF,search,click,view_search_results,Android Phone,15760.0,Saturday,2014,6,5,June,165
eyb528d8m7,2014-06-05,20140605074114,2014-06-10,MALE,36.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,other,authenticate,submit,login,iPad Tablet,9877.0,Thursday,2014,6,3,June,156
ae16wy0gqt,2014-06-08,20140608001235,2014-11-09,MALE,24.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,index,view,view_search_results,Mac Desktop,69959.0,Sunday,2014,6,6,June,159
fsvi6gzex8,2014-02-06,20140206184331,2014-02-08,-unknown-,58.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,index,view,view_search_results,Windows Desktop,6562.0,Thursday,2014,2,3,February,37
kd1fezvggt,2014-02-12,20140212010232,UNKNOWN,-unknown-,44.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,NDF,requested,view,p5,Windows Desktop,968.0,Wednesday,2014,2,2,February,43
39gy8i8lie,2014-01-05,20140105212123,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,settings,-unknown-,-unknown-,iPhone,75.0,Sunday,2014,1,6,January,5
cgkohn898r,2014-05-27,20140527200222,UNKNOWN,-unknown-,44.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,NDF,personalize,data,wishlist_content_update,iPad Tablet,1834.0,Tuesday,2014,5,1,May,147
